School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL,Year
Georgetown - Georgetown Middle School,1050305,MATH,109,48,10,4,99,44,102,45,16,7,227,,498.5,43.3,222,47,2018
Georgetown - Penn Brook,1050010,ELA,254,64,43,11,211,53,126,32,15,4,395,,506.3,47.7,301,69,2018
Georgetown - Penn Brook,1050010,MATH,222,56,20,5,202,51,142,36,33,8,397,,500.3,43.2,302,55,2018
Gill-Montague - Gill Elementary,6740005,ELA,36,49,5,7,31,42,34,46,4,5,74,,501.8,58.6,54,49,2018
Gill-Montague - Gill Elementary,6740005,MATH,23,31,2,3,21,28,38,51,13,18,74,,489.9,45.7,54,19,2018
Gill-Montague - Great Falls Middle,6740310,ELA,72,32,7,3,65,29,112,49,44,19,228,,489.7,47.4,222,12,2018
Gill-Montague - Great Falls Middle,6740310,MATH,56,25,0,0,56,25,136,60,36,16,228,,488.6,54.9,222,16,2018
Gill-Montague - Sheffield Elementary School,6740050,ELA,51,34,4,3,47,31,85,56,15,10,151,,494.7,51.1,93,24,2018
Gill-Montague - Sheffield Elementary School,6740050,MATH,29,19,2,1,27,18,85,56,38,25,152,,482.5,44.7,93,7,2018
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,ELA,107,30,6,2,101,29,200,57,45,13,352,,491,45.3,339,14,2018
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,MATH,115,33,7,2,108,31,202,57,35,10,352,,491.9,43.6,339,24,2018
Gloucester - Beeman Memorial,1070010,ELA,87,53,13,8,74,45,70,42,8,5,165,,501,47.6,107,46,2018
Gloucester - Beeman Memorial,1070010,MATH,71,43,5,3,66,40,78,47,16,10,165,,495.8,55.7,107,37,2018
Gloucester - East Gloucester Elementary,1070020,ELA,77,65,11,9,66,55,41,34,1,1,119,,506.1,60.7,76,68,2018
Gloucester - East Gloucester Elementary,1070020,MATH,63,53,10,8,53,45,50,42,6,5,119,,501.3,59.1,76,59,2018
Gloucester - Plum Cove School,1070042,ELA,58,57,9,9,49,49,39,39,4,4,101,,505.5,57.7,68,66,2018
Gloucester - Plum Cove School,1070042,MATH,56,55,9,9,47,47,40,40,5,5,101,,503.2,64.6,68,66,2018
Gloucester - Ralph B O'Maley Middle,1070305,ELA,286,43,44,7,242,37,275,42,98,15,659,,496.1,46.4,640,29,2018
Gloucester - Ralph B O'Maley Middle,1070305,MATH,276,42,42,6,234,36,287,44,92,14,655,,494.7,46.6,635,33,2018
Gloucester - Veterans Memorial,1070045,ELA,28,31,3,3,25,28,57,64,4,4,89,,496.8,45.1,55,31,2018
Gloucester - Veterans Memorial,1070045,MATH,25,28,1,1,24,27,54,61,10,11,89,,489.8,45.7,55,19,2018
Gloucester - West Parish,1070050,ELA,92,55,10,6,82,49,59,36,15,9,166,,504.7,45.8,98,63,2018
Gloucester - West Parish,1070050,MATH,98,59,16,10,82,49,49,30,19,11,166,,507.5,61.3,98,81,2018
Grafton - Grafton Middle,1100305,ELA,328,64,50,10,278,54,159,31,28,5,515,,506.5,53.8,504,70,2018
Grafton - Grafton Middle,1100305,MATH,303,59,63,12,240,47,184,36,24,5,511,,506.1,54.9,499,78,2018
Grafton - Millbury Street Elementary School,1100200,ELA,351,67,49,9,302,57,145,28,31,6,527,,506.8,45.3,382,71,2018
Grafton - Millbury Street Elementary School,1100200,MATH,322,61,55,10,267,50,162,31,45,9,529,,504.6,50.1,384,71,2018
Grafton - North Street Elementary School,1100030,ELA,295,64,56,12,239,52,156,34,12,3,463,,507.2,51.6,322,72,2018
Grafton - North Street Elementary School,1100030,MATH,290,63,38,8,252,55,146,32,25,5,461,,505.4,54.5,321,75,2018
Granby - East Meadow,1110004,ELA,85,58,8,5,77,52,57,39,5,3,147,,503.6,58.2,146,57,2018
Granby - East Meadow,1110004,MATH,65,44,2,1,63,43,80,54,2,1,147,,498.3,59.9,146,46,2018
Granby - Granby Jr Sr High School,1110505,ELA,51,41,4,3,47,38,58,46,16,13,125,,492.3,31.1,122,17,2018
Granby - Granby Jr Sr High School,1110505,MATH,59,47,1,1,58,46,54,43,12,10,125,,494.3,31.7,122,31,2018
Granby - West Street,1110010,ELA,15,36,1,2,14,33,25,60,2,5,42,,496.2,,,29,2018
Granby - West Street,1110010,MATH,19,45,1,2,18,43,20,48,3,7,42,,496.1,,,38,2018
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,ELA,73,26,7,3,66,24,155,55,52,19,280,,488.7,43.2,180,11,2018
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,MATH,54,19,3,1,51,18,145,51,85,30,284,,481.6,42.9,178,6,2018
Greenfield - Discovery School at Four Corners,1140025,ELA,47,50,1,1,46,49,42,45,5,5,94,,499.1,60.5,51,39,2018
Greenfield - Discovery School at Four Corners,1140025,MATH,36,38,3,3,33,35,49,52,10,11,95,,493.5,66.2,51,29,2018
Greenfield - Federal Street School,1140010,ELA,40,42,5,5,35,37,47,49,8,8,95,,497.8,52.5,48,35,2018
Greenfield - Federal Street School,1140010,MATH,31,33,6,6,25,26,47,49,17,18,95,,489.5,31.1,48,18,2018
Greenfield - Greenfield High,1140505,ELA,50,39,7,5,43,33,62,48,17,13,129,,493.2,49.9,123,20,2018
Greenfield - Greenfield High,1140505,MATH,40,31,5,4,35,27,64,50,25,19,129,,489.4,40,125,18,2018
Greenfield - Greenfield Middle,1140305,ELA,121,34,11,3,110,31,179,50,58,16,358,,492.3,42.7,339,17,2018
Greenfield - Greenfield Middle,1140305,MATH,107,30,4,1,103,29,187,52,64,18,358,,488.8,42.3,338,17,2018
Greenfield - Newton School,1140035,ELA,46,48,0,0,46,48,37,39,12,13,95,,498.8,37.2,45,38,2018
Greenfield - Newton School,1140035,MATH,28,29,1,1,27,28,47,49,20,21,95,,490,35.8,46,19,2018
Groton-Dunstable - Florence Roche School,6730010,ELA,143,68,39,18,104,49,61,29,7,3,211,,511.2,59.8,98,85,2018
Groton-Dunstable - Florence Roche School,6730010,MATH,135,64,25,12,110,52,72,34,5,2,212,,507.8,67.6,98,83,2018
Groton-Dunstable - Groton Dunstable Regional Middle,6730305,ELA,436,58,62,8,374,49,279,37,43,6,758,,503.2,43.3,729,55,2018
Groton-Dunstable - Groton Dunstable Regional Middle,6730305,MATH,494,65,72,10,422,56,239,32,24,3,757,,507.1,54,728,80,2018
Groton-Dunstable - Swallow/Union School,6730005,ELA,103,80,28,22,75,58,25,19,1,1,129,,516,56.2,56,95,2018
Groton-Dunstable - Swallow/Union School,6730005,MATH,105,81,31,24,74,57,23,18,1,1,129,,515.8,51.1,55,97,2018
Hadley - Hadley Elementary,1170015,ELA,95,60,18,11,77,49,57,36,6,4,158,,505.8,54.6,127,67,2018
Hadley - Hadley Elementary,1170015,MATH,84,53,10,6,74,47,60,38,14,9,158,,500.8,57.7,127,57,2018
Hadley - Hopkins Academy,1170505,ELA,45,52,8,9,37,43,33,38,8,9,86,,501.9,54.7,85,50,2018
Hadley - Hopkins Academy,1170505,MATH,34,40,2,2,32,37,45,52,7,8,86,,493.4,31.5,85,28,2018
Halifax - Halifax Elementary,1180005,ELA,198,57,30,9,168,49,128,37,20,6,346,,503.2,49.8,255,57,2018
Halifax - Halifax Elementary,1180005,MATH,201,58,30,9,171,50,125,36,19,6,345,,503.5,55.7,253,70,2018
Hamilton-Wenham - Bessie Buker Elementary,6750007,ELA,96,74,9,7,87,67,32,25,1,1,129,,509.9,55.3,83,81,2018
Hamilton-Wenham - Bessie Buker Elementary,6750007,MATH,75,58,7,5,68,53,48,37,6,5,129,,504.8,48.4,82,72,2018
Hamilton-Wenham - Cutler School,6750010,ELA,108,74,26,18,82,56,37,25,1,1,146,,512.2,54.3,99,88,2018
Hamilton-Wenham - Cutler School,6750010,MATH,106,72,16,11,90,61,39,27,2,1,147,,509.8,54.6,100,87,2018
Hamilton-Wenham - Miles River Middle,6750310,ELA,270,72,94,25,176,47,91,24,16,4,377,,513.1,59.2,364,90,2018
Hamilton-Wenham - Miles River Middle,6750310,MATH,233,62,33,9,200,53,132,35,13,3,378,,504.7,46.4,365,72,2018
Hamilton-Wenham - Winthrop School,6750015,ELA,101,78,14,11,87,67,28,22,1,1,130,,512.1,51.9,72,88,2018
Hamilton-Wenham - Winthrop School,6750015,MATH,89,68,12,9,77,59,39,30,2,2,130,,508.1,52.5,72,83,2018
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,ELA,132,48,11,4,121,44,117,43,26,9,275,,498.4,45.3,249,38,2018
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,MATH,138,50,20,7,118,43,119,43,18,7,275,,499.1,42,249,51,2018
Hampden-Wilbraham - Green Meadows Elementary,6800005,ELA,67,53,9,7,58,46,52,41,8,6,127,,504.3,58.2,73,61,2018
Hampden-Wilbraham - Green Meadows Elementary,6800005,MATH,68,54,5,4,63,50,51,40,8,6,127,,503.2,52.4,73,66,2018
Hampden-Wilbraham - Soule Road,6800030,ELA,193,57,22,6,171,50,138,40,10,3,341,,503.2,41.3,327,55,2018
Hampden-Wilbraham - Soule Road,6800030,MATH,154,45,13,4,141,41,173,51,14,4,341,,498.8,46.1,327,49,2018
Hampden-Wilbraham - Stony Hill School,6800050,ELA,97,65,18,12,79,53,52,35,1,1,150,,509.2,,,79,2018
Hampden-Wilbraham - Stony Hill School,6800050,MATH,91,60,12,8,79,52,55,36,5,3,151,,505.4,,,75,2018
Hampden-Wilbraham - Thornton Burgess,6800305,ELA,40,40,3,3,37,37,47,47,13,13,100,,495.9,52.8,96,28,2018
Hampden-Wilbraham - Thornton Burgess,6800305,MATH,22,22,0,0,22,22,66,65,13,13,101,,487.6,39.4,96,14,2018
Hampden-Wilbraham - Wilbraham Middle,6800310,ELA,386,65,68,11,318,53,188,32,22,4,596,,506.5,50.1,579,70,2018
Hampden-Wilbraham - Wilbraham Middle,6800310,MATH,348,58,31,5,317,53,220,37,29,5,597,,502.6,49.4,580,64,2018
Hampshire - Hampshire Regional High,6830505,ELA,146,53,17,6,129,47,103,37,28,10,277,,500.2,48.4,262,44,2018
Hampshire - Hampshire Regional High,6830505,MATH,123,44,16,6,107,39,138,50,16,6,277,,498.6,40.8,262,50,2018
Hancock - Hancock Elementary,1210005,ELA,14,67,1,5,13,62,7,33,0,0,21,,504.8,,16,68,2018
Hancock - Hancock Elementary,1210005,MATH,11,52,0,0,11,52,9,43,1,5,21,,499,,16,55,2018
Hanover - Cedar Elementary,1220004,ELA,90,63,24,17,66,46,48,34,4,3,142,,509.2,48.1,65,79,2018
Hanover - Cedar Elementary,1220004,MATH,90,63,17,12,73,51,46,32,6,4,142,,507.2,67.9,65,81,2018
Hanover - Hanover Middle,1220305,ELA,502,61,87,11,415,50,277,34,44,5,823,,505,49.1,806,64,2018
Hanover - Hanover Middle,1220305,MATH,466,57,50,6,416,51,317,39,40,5,823,,502.7,50.4,806,64,2018
Hanover - Sylvester,1220015,ELA,145,64,31,14,114,51,70,31,10,4,225,,508.2,60.2,105,75,2018
Hanover - Sylvester,1220015,MATH,140,62,20,9,120,53,72,32,14,6,226,,505.7,59.5,105,76,2018
Harvard - Bromfield,1250505,ELA,195,78,48,19,147,59,46,18,8,3,249,,513.6,53.4,241,91,2018
Harvard - Bromfield,1250505,MATH,175,70,32,13,143,57,67,27,7,3,249,,509.5,43.9,242,86,2018
Harvard - Hildreth Elementary School,1250005,ELA,169,74,42,18,127,56,52,23,7,3,228,,513.2,68,152,90,2018
Harvard - Hildreth Elementary School,1250005,MATH,166,73,31,14,135,59,53,23,8,4,227,,509.3,57.5,152,86,2018
Hatfield - Hatfield Elementary,1270005,ELA,92,66,8,6,84,60,43,31,4,3,139,,507.2,55.6,103,72,2018
Hatfield - Hatfield Elementary,1270005,MATH,82,59,3,2,79,57,53,38,4,3,139,,502,64.5,103,62,2018
Hatfield - Smith Academy,1270505,ELA,28,36,3,4,25,32,42,54,8,10,78,,493.5,39.1,77,20,2018
Hatfield - Smith Academy,1270505,MATH,40,51,2,3,38,49,31,40,7,9,78,,498.7,62.1,76,48,2018
Haverhill - Bartlett School and Assessment Center,1280073,ELA,0,0,0,0,0,0,7,39,11,61,18,,471.2,,9,2,2018
Haverhill - Bartlett School and Assessment Center,1280073,MATH,0,0,0,0,0,0,4,22,14,78,18,,462.4,,9,1,2018
Haverhill - Bradford Elementary,1280008,ELA,69,53,24,19,45,35,51,40,9,7,129,,506.4,52,67,69,2018
Haverhill - Bradford Elementary,1280008,MATH,73,57,19,15,54,42,36,28,19,15,128,,504.8,53.1,67,72,2018
Haverhill - Caleb Dustin Hunking School,1280030,ELA,314,40,33,4,281,36,342,44,120,15,776,,494.5,40.1,670,23,2018
Haverhill - Caleb Dustin Hunking School,1280030,MATH,310,40,33,4,277,36,354,46,107,14,771,,495.2,42.8,666,35,2018
Haverhill - Consentino Middle School,1280100,ELA,303,35,24,3,279,32,442,51,129,15,874,,491.4,47.3,777,15,2018
Haverhill - Consentino Middle School,1280100,MATH,280,32,36,4,244,28,444,51,149,17,873,,490.3,51.8,784,20,2018
Haverhill - Dr Paul Nettle,1280050,ELA,163,35,13,3,150,32,192,41,117,25,472,,493.5,49.1,399,20,2018
Haverhill - Dr Paul Nettle,1280050,MATH,145,31,24,5,121,26,224,48,102,22,471,,494.6,52.5,396,32,2018
Haverhill - Golden Hill,1280026,ELA,60,27,4,2,56,25,126,57,35,16,221,,491.3,44.1,95,15,2018
Haverhill - Golden Hill,1280026,MATH,64,29,3,1,61,28,105,48,52,24,221,,487.3,41.4,94,13,2018
Haverhill - Greenleaf Academy,1280033,ELA,0,0,0,0,0,0,1,9,10,91,11,,457.6,,10,1,2018
Haverhill - Greenleaf Academy,1280033,MATH,0,0,0,0,0,0,2,18,9,82,11,,457,,10,1,2018
Haverhill - John G Whittier,1280085,ELA,203,40,20,4,183,36,239,47,71,14,513,,494.4,47.4,499,23,2018
Haverhill - John G Whittier,1280085,MATH,154,30,15,3,139,27,282,55,76,15,512,,490.2,49.6,500,20,2018
Haverhill - Pentucket Lake Elementary,1280054,ELA,116,45,16,6,100,38,119,46,25,10,260,,499.5,59.9,123,41,2018
Haverhill - Pentucket Lake Elementary,1280054,MATH,96,37,20,8,76,29,116,45,47,18,259,,495.8,45.8,123,37,2018
Haverhill - Tilton,1280075,ELA,74,36,10,5,64,31,118,57,16,8,208,,495.4,48.1,86,26,2018
Haverhill - Tilton,1280075,MATH,72,35,8,4,64,31,88,43,45,22,205,,490.1,50.8,85,20,2018
Hawlemont - Hawlemont Regional,6850005,ELA,26,39,1,1,25,37,35,52,6,9,67,,495.7,36.2,47,27,2018
Hawlemont - Hawlemont Regional,6850005,MATH,21,30,1,1,20,29,39,57,9,13,69,,491,38.4,45,24,2018
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,4190305,ELA,39,18,4,2,35,16,100,47,76,35,215,,481,31,174,4,2018
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,4190305,MATH,32,15,3,1,29,14,115,54,65,31,212,,480.7,39.5,174,6,2018
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,4550050,ELA,87,45,5,3,82,42,101,52,6,3,194,,499.5,50.4,158,41,2018
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,4550050,MATH,44,23,1,1,43,22,124,64,26,13,194,,488.1,42,158,15,2018
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,4500105,ELA,92,60,10,6,82,53,55,36,7,5,154,,504,53.6,126,59,2018
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,4500105,MATH,87,56,12,8,75,48,59,38,10,6,156,,501.6,49.6,127,60,2018
Hingham - East Elementary School,1310005,ELA,181,74,30,12,151,62,59,24,4,2,244,,511.6,56.4,167,86,2018
Hingham - East Elementary School,1310005,MATH,185,76,35,14,150,62,50,21,8,3,243,,510.8,63.6,166,90,2018
Hingham - Hingham Middle School,1310410,ELA,832,79,295,28,537,51,205,19,21,2,"1,058",,516.8,54.6,"1,031",96,2018
Hingham - Hingham Middle School,1310410,MATH,762,72,117,11,645,61,288,27,9,1,"1,059",,509.6,41.8,"1,032",86,2018
Hingham - Plymouth River,1310019,ELA,188,77,43,18,145,59,56,23,1,0,245,,513.6,56.9,160,91,2018
Hingham - Plymouth River,1310019,MATH,182,74,31,13,151,61,60,24,4,2,246,,510.8,58.2,161,90,2018
Hingham - South Elementary,1310020,ELA,228,82,68,24,160,57,45,16,6,2,279,,517.4,65.7,182,97,2018
Hingham - South Elementary,1310020,MATH,220,79,44,16,176,63,52,19,7,3,279,,513.7,60.6,182,95,2018
Hingham - Wm L Foster Elementary,1310010,ELA,175,82,47,22,128,60,37,17,2,1,214,,516.8,62.3,149,96,2018
Hingham - Wm L Foster Elementary,1310010,MATH,169,79,31,15,138,65,43,20,1,0,213,,513.6,63.7,148,94,2018
Holbrook - Holbrook Middle High School,1330505,ELA,123,40,21,7,102,33,140,46,44,14,307,,495.5,45.1,291,27,2018
Holbrook - Holbrook Middle High School,1330505,MATH,130,42,10,3,120,39,144,47,34,11,308,,495.7,42.3,291,36,2018
Holbrook - John F Kennedy,1330018,ELA,151,56,35,13,116,43,100,37,19,7,270,,505.1,56.5,181,64,2018
Holbrook - John F Kennedy,1330018,MATH,146,54,12,4,134,50,106,39,18,7,270,,500.9,51.5,181,57,2018
Holland - Holland Elementary,1350005,ELA,63,50,6,5,57,46,59,47,3,2,125,,501.9,54.3,90,51,2018
Holland - Holland Elementary,1350005,MATH,61,49,5,4,56,45,56,45,8,6,125,,499.8,58.5,90,52,2018
Holliston - Miller School,1360007,ELA,392,58,45,7,347,51,256,38,28,4,676,,503.9,38.4,440,58,2018
Holliston - Miller School,1360007,MATH,324,48,31,5,293,43,292,43,60,9,676,,498.6,38,440,48,2018
Holliston - Robert H. Adams Middle School,1360305,ELA,462,69,113,17,349,52,167,25,38,6,667,,510.5,52.4,643,84,2018
Holliston - Robert H. Adams Middle School,1360305,MATH,492,74,99,15,393,59,144,22,32,5,668,,510.6,53.2,642,89,2018
Holyoke - E N White Elementary,1370045,ELA,30,12,2,1,28,11,120,48,101,40,251,,475.9,39.3,197,2,2018
Holyoke - E N White Elementary,1370045,MATH,23,9,0,0,23,9,121,48,107,43,251,,473.8,49,196,2,2018
Holyoke - H.B. Lawrence School,1370070,ELA,9,14,0,0,9,14,31,48,24,38,64,,477.5,,,3,2018
Holyoke - H.B. Lawrence School,1370070,MATH,5,8,0,0,5,8,20,32,38,60,63,,465.8,,,1,2018
Holyoke - Joseph Metcalf School,1370003,ELA,14,44,0,0,14,44,15,47,3,9,32,,495.3,,,26,2018
Holyoke - Joseph Metcalf School,1370003,MATH,12,38,0,0,12,38,17,53,3,9,32,,490.8,,,22,2018
Holyoke - Kelly Elementary,1370040,ELA,15,5,0,0,15,5,135,48,133,47,283,,473.1,43.5,225,2,2018
Holyoke - Kelly Elementary,1370040,MATH,8,3,0,0,8,3,121,42,160,55,289,,467.5,34.1,230,2,2018
Holyoke - Lt Clayre Sullivan Elementary,1370055,ELA,100,27,11,3,89,24,163,45,102,28,365,,489.1,43.8,269,11,2018
Holyoke - Lt Clayre Sullivan Elementary,1370055,MATH,61,17,3,1,58,16,204,56,99,27,364,,484.9,41.8,272,10,2018
Holyoke - Lt Elmer J McMahon Elementary,1370015,ELA,79,30,7,3,72,27,124,47,62,23,265,,488.6,45.7,214,10,2018
Holyoke - Lt Elmer J McMahon Elementary,1370015,MATH,39,15,1,0,38,14,151,57,75,28,265,,480.3,40.6,213,5,2018
Holyoke - Maurice A Donahue Elementary,1370060,ELA,27,11,1,0,26,10,126,50,98,39,251,,477.6,37.9,192,3,2018
Holyoke - Maurice A Donahue Elementary,1370060,MATH,17,7,0,0,17,7,106,42,128,51,251,,471.6,40.7,194,2,2018
Holyoke - Morgan Full Service Community School,1370025,ELA,43,20,1,0,42,19,120,55,56,26,219,,482.1,44.8,168,5,2018
Holyoke - Morgan Full Service Community School,1370025,MATH,26,12,0,0,26,12,130,59,63,29,219,,479,43.4,167,4,2018
Holyoke - William R. Peck School,1370030,ELA,24,9,2,1,22,8,106,39,144,53,274,,471.1,39.4,240,2,2018
Holyoke - William R. Peck School,1370030,MATH,20,7,1,0,19,7,95,35,157,58,272,,468.6,36.6,240,2,2018
Holyoke Community Charter (District) - Holyoke Community Charter School,4530005,ELA,159,36,10,2,149,34,240,54,44,10,443,,493.8,54.9,331,21,2018
Holyoke Community Charter (District) - Holyoke Community Charter School,4530005,MATH,99,22,7,2,92,21,272,61,72,16,443,,487.6,52.7,331,14,2018
Hoosac Valley Regional - Hoosac Valley Elementary School,6030020,ELA,46,46,2,2,44,44,45,45,10,10,101,,494.2,,,22,2018
Hoosac Valley Regional - Hoosac Valley Elementary School,6030020,MATH,28,28,1,1,27,27,52,51,21,21,101,,488.6,,,16,2018
Hoosac Valley Regional - Hoosac Valley High School,6030505,ELA,41,37,2,2,39,35,48,43,22,20,111,,490.9,50.1,110,14,2018
Hoosac Valley Regional - Hoosac Valley High School,6030505,MATH,38,35,2,2,36,33,52,47,20,18,110,,490.3,54.3,110,20,2018
Hoosac Valley Regional - Hoosac Valley Middle School,6030315,ELA,153,41,12,3,141,38,184,49,37,10,374,,495.4,52.4,361,26,2018
Hoosac Valley Regional - Hoosac Valley Middle School,6030315,MATH,78,21,2,1,76,20,230,61,66,18,374,,485.7,37.3,361,11,2018
Hopedale - Hopedale Jr Sr High,1380505,ELA,113,62,20,11,93,51,53,29,15,8,181,,506,47.7,176,68,2018
Hopedale - Hopedale Jr Sr High,1380505,MATH,104,57,20,11,84,46,69,38,9,5,182,,504.7,46.9,177,72,2018
Hopedale - Memorial,1380010,ELA,215,69,38,12,177,57,90,29,7,2,312,,509.7,51.4,236,81,2018
Hopedale - Memorial,1380010,MATH,221,70,39,12,182,58,80,25,13,4,314,,509,62.3,238,85,2018
Hopkinton - Elmwood,1390010,ELA,215,82,78,30,137,52,41,16,6,2,262,,519.4,,,98,2018
Hopkinton - Elmwood,1390010,MATH,206,79,57,22,149,57,46,18,10,4,262,,515.7,,,97,2018
Hopkinton - Hopkins Elementary School,1390015,ELA,456,86,100,19,356,67,71,13,6,1,533,,516.5,54.6,508,95,2018
Hopkinton - Hopkins Elementary School,1390015,MATH,401,75,65,12,336,63,120,23,11,2,532,,510.7,48.2,507,89,2018
Hopkinton - Hopkinton Middle School,1390305,ELA,576,73,147,19,429,54,196,25,19,2,791,,512.7,51.7,765,89,2018
Hopkinton - Hopkinton Middle School,1390305,MATH,642,81,238,30,404,51,134,17,13,2,789,,518.8,69.8,762,99,2018
Hudson - C A Farley,1410030,ELA,101,57,11,6,90,51,67,38,8,5,176,,503,61.9,102,54,2018
Hudson - C A Farley,1410030,MATH,81,46,5,3,76,43,79,45,16,9,176,,495.7,41.7,102,36,2018
Hudson - David J. Quinn Middle School,1410410,ELA,318,51,68,11,250,40,231,37,78,12,627,,501.1,53.3,611,46,2018
Hudson - David J. Quinn Middle School,1410410,MATH,295,47,37,6,258,41,274,44,60,10,629,,498.3,55.6,614,46,2018
Hudson - Forest Avenue Elementary,1410015,ELA,67,52,9,7,58,45,51,40,10,8,128,,501.3,37.4,61,47,2018
Hudson - Forest Avenue Elementary,1410015,MATH,76,59,12,9,64,50,44,34,8,6,128,,504.8,31.7,61,72,2018
Hudson - Hudson High,1410505,ELA,109,54,18,9,91,45,67,33,25,12,201,,500.3,54.5,195,43,2018
Hudson - Hudson High,1410505,MATH,105,53,8,4,97,49,75,38,18,9,198,,499.1,42.7,192,49,2018
Hudson - Mulready Elementary,1410007,ELA,47,55,9,10,38,44,32,37,7,8,86,,503.5,58.4,39,57,2018
Hudson - Mulready Elementary,1410007,MATH,58,67,14,16,44,51,25,29,4,5,87,,511.1,65.6,40,91,2018
Hull - Lillian M Jacobs,1420015,ELA,99,55,14,8,85,47,73,41,8,4,180,,503.6,42.9,117,57,2018
Hull - Lillian M Jacobs,1420015,MATH,89,49,9,5,80,44,75,42,16,9,180,,498.3,30.5,117,46,2018
Hull - Memorial Middle,1420305,ELA,107,59,18,10,89,49,61,34,14,8,182,,503.5,45.1,178,57,2018
Hull - Memorial Middle,1420305,MATH,104,57,14,8,90,49,66,36,12,7,182,,503.3,50.3,177,67,2018
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,ELA,226,57,39,10,187,47,153,39,18,5,397,,503.6,51.6,380,57,2018
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,MATH,211,53,22,6,189,48,167,42,19,5,397,,501.5,48.4,380,59,2018
Ipswich - Ipswich Middle School,1440305,ELA,311,73,107,25,204,48,85,20,28,7,424,,513.7,59.9,410,91,2018
