School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
East Bridgewater - East Bridgewater JR./SR. High School;00830505;ELA;           8;67;           0;0;           8;67;           2;17;           2;17;          12;100;     499.3;;          12;2021;ALL;multi-race
East Bridgewater - East Bridgewater JR./SR. High School;00830505;MATH;           3;25;           0;0;           3;25;           9;75;           0;0;          12;100;     487.7;;          12;2021;ALL;multi-race
East Bridgewater - Gordon W. Mitchell School;00830010;ELA;           7;30;           1;4;           6;26;          14;61;           2;9;          23;96;     493.0;;          10;2021;ALL;multi-race
East Bridgewater - Gordon W. Mitchell School;00830010;MATH;           8;33;           0;0;           8;33;          12;50;           4;17;          24;100;     489.2;;          11;2021;ALL;multi-race
East Longmeadow - Birchland Park;00870305;ELA;          19;70;           4;15;          15;56;           5;19;           3;11;          27;93;     512.6;          59.4;          24;2021;ALL;multi-race
East Longmeadow - Birchland Park;00870305;MATH;          12;43;           2;7;          10;36;          12;43;           4;14;          28;97;     493.8;          39.0;          26;2021;ALL;multi-race
East Longmeadow - Mapleshade;00870010;ELA;           4;40;           0;0;           4;40;           6;60;           0;0;          10;100;     495.4;;           3;2021;ALL;multi-race
East Longmeadow - Mapleshade;00870010;MATH;           2;20;           0;0;           2;20;           5;50;           3;30;          10;100;     482.2;;           3;2021;ALL;multi-race
East Longmeadow - Mountain View;00870015;ELA;          10;71;           0;0;          10;71;           4;29;           0;0;          14;100;     505.2;;           4;2021;ALL;multi-race
East Longmeadow - Mountain View;00870015;MATH;           5;36;           1;7;           4;29;           5;36;           4;29;          14;100;     489.8;;           4;2021;ALL;multi-race
Easthampton - White Brook Middle School;00860305;ELA;           6;55;           1;9;           5;45;           4;36;           1;9;          11;92;     502.1;;          11;2021;ALL;multi-race
Easthampton - White Brook Middle School;00860305;MATH;           4;36;           0;0;           4;36;           7;64;           0;0;          11;92;     494.6;;          11;2021;ALL;multi-race
Easton - Easton Middle School;00880405;ELA;          15;54;           3;11;          12;43;          10;36;           3;11;          28;93;     500.2;          38.9;          25;2021;ALL;multi-race
