school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Andover - Wood Hill Middle School,00090350,SCI,          49,74,           9,14,          40,61,          15,23,           2,3,          66,100,     511.5,,,89,2022,ALL,white
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,ELA,          22,17,           0,0,          22,17,          75,58,          33,25,         130,99,     482.1,          37.8,         127,5,2022,ALL,white
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,MATH,          17,13,           0,0,          17,13,          85,65,          28,22,         130,100,     481.0,          37.6,         127,6,2022,ALL,white
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,SCI,          11,26,           0,0,          11,26,          25,60,           6,14,          42,100,     488.4,,,11,2022,ALL,white
Arlington - Brackett,00100010,ELA,         121,69,           7,4,         114,65,          47,27,           7,4,         175,98,     505.5,          56.0,          96,81,2022,ALL,white
Arlington - Brackett,00100010,MATH,          97,55,          11,6,          86,49,          71,40,           8,5,         176,99,     502.5,          52.1,          96,71,2022,ALL,white
Arlington - Brackett,00100010,SCI,          42,78,           6,11,          36,67,           9,17,           3,6,          54,98,     513.7,,,93,2022,ALL,white
Arlington - Cyrus E Dallin,00100025,ELA,         107,62,          12,7,          95,55,          62,36,           4,2,         173,98,     506.1,          55.2,         112,83,2022,ALL,white
Arlington - Cyrus E Dallin,00100025,MATH,         102,59,          14,8,          88,51,          62,36,          10,6,         174,99,     503.1,          54.0,         112,74,2022,ALL,white
Arlington - Cyrus E Dallin,00100025,SCI,          41,68,           4,7,          37,62,          17,28,           2,3,          60,97,     506.4,,,74,2022,ALL,white
Arlington - Gibbs School,00100305,ELA,         230,72,          52,16,         178,56,          74,23,          14,4,         318,99,     510.0,          60.8,         293,93,2022,ALL,white
Arlington - Gibbs School,00100305,MATH,         234,74,          15,5,         219,69,          77,24,           7,2,         318,99,     507.7,          61.1,         295,88,2022,ALL,white
Arlington - Hardy,00100030,ELA,         102,72,           5,4,          97,69,          36,26,           3,2,         141,97,     506.4,          53.7,          87,84,2022,ALL,white
Arlington - Hardy,00100030,MATH,         101,71,          16,11,          85,60,          36,25,           5,4,         142,97,     509.7,          58.4,          88,91,2022,ALL,white
Arlington - Hardy,00100030,SCI,          40,74,          14,26,          26,48,          13,24,           1,2,          54,98,     517.7,,,97,2022,ALL,white
Arlington - John A Bishop,00100005,ELA,         107,78,          21,15,          86,63,          29,21,           1,1,         137,100,     512.3,          62.3,          79,96,2022,ALL,white
Arlington - John A Bishop,00100005,MATH,         102,74,          19,14,          83,61,          32,23,           3,2,         137,100,     512.2,          55.7,          79,95,2022,ALL,white
Arlington - John A Bishop,00100005,SCI,          36,73,          11,22,          25,51,          11,22,           2,4,          49,100,     514.9,,,95,2022,ALL,white
Arlington - M Norcross Stratton,00100055,ELA,         104,74,          12,9,          92,65,          31,22,           6,4,         141,99,     509.2,          61.3,          94,91,2022,ALL,white
Arlington - M Norcross Stratton,00100055,MATH,         102,74,          28,20,          74,54,          29,21,           6,4,         137,96,     513.9,          68.2,          94,97,2022,ALL,white
Arlington - M Norcross Stratton,00100055,SCI,          30,75,           7,18,          23,58,           8,20,           2,5,          40,98,     513.7,,,93,2022,ALL,white
Arlington - Ottoson Middle,00100410,ELA,         493,78,         116,18,         377,60,         110,17,          30,5,         633,99,     512.6,          60.8,         586,96,2022,ALL,white
Arlington - Ottoson Middle,00100410,MATH,         479,76,         142,23,         337,53,         131,21,          20,3,         630,98,     514.2,          67.7,         583,97,2022,ALL,white
Arlington - Ottoson Middle,00100410,SCI,         246,81,          70,23,         176,58,          50,16,           9,3,         305,98,     514.8,,,94,2022,ALL,white
Arlington - Peirce,00100045,ELA,          59,61,           5,5,          54,56,          33,34,           5,5,          97,98,     502.8,          49.2,          62,72,2022,ALL,white
Arlington - Peirce,00100045,MATH,          52,54,           7,7,          45,46,          38,39,           7,7,          97,99,     501.9,          53.9,          63,69,2022,ALL,white
Arlington - Peirce,00100045,SCI,          22,73,           4,13,          18,60,           8,27,           0,0,          30,100,     507.5,,,79,2022,ALL,white
Arlington - Thompson,00100050,ELA,          95,66,          28,19,          67,46,          47,32,           3,2,         145,97,     510.3,          59.4,          85,93,2022,ALL,white
Arlington - Thompson,00100050,MATH,         100,69,          33,23,          67,47,          42,29,           2,1,         144,97,     512.5,          56.9,          83,96,2022,ALL,white
Arlington - Thompson,00100050,SCI,          33,62,          11,21,          22,42,          18,34,           2,4,          53,93,     509.8,,,86,2022,ALL,white
Ashburnham-Westminster - Briggs Elementary,06100025,ELA,         101,47,           6,3,          95,44,         100,46,          16,7,         217,100,     496.9,          45.1,         134,45,2022,ALL,white
Ashburnham-Westminster - Briggs Elementary,06100025,MATH,         107,49,           9,4,          98,45,          90,41,          20,9,         217,100,     498.1,          46.0,         134,54,2022,ALL,white
Ashburnham-Westminster - Briggs Elementary,06100025,SCI,          33,45,           5,7,          28,38,          34,47,           6,8,          73,99,     497.0,,,35,2022,ALL,white
Ashburnham-Westminster - Overlook Middle School,06100305,ELA,         256,53,          33,7,         223,46,         189,39,          37,8,         482,100,     501.2,          61.2,         461,65,2022,ALL,white
Ashburnham-Westminster - Overlook Middle School,06100305,MATH,         227,47,          12,2,         215,45,         229,48,          26,5,         482,100,     498.2,          59.0,         460,54,2022,ALL,white
Ashburnham-Westminster - Overlook Middle School,06100305,SCI,          73,46,           4,3,          69,43,          74,46,          13,8,         160,99,     496.2,,,32,2022,ALL,white
Ashburnham-Westminster - Westminster Elementary,06100005,ELA,          93,36,           0,0,          93,36,         138,54,          25,10,         256,100,     493.3,          41.1,         147,29,2022,ALL,white
Ashburnham-Westminster - Westminster Elementary,06100005,MATH,          95,37,           4,2,          91,36,         129,50,          32,13,         256,100,     492.8,          41.2,         147,34,2022,ALL,white
Ashburnham-Westminster - Westminster Elementary,06100005,SCI,          31,40,           1,1,          30,38,          38,49,           9,12,          78,100,     492.8,,,21,2022,ALL,white
Ashland - Ashland Middle,00140405,ELA,         253,60,          61,14,         192,45,         130,31,          41,10,         424,99,     503.7,          60.6,         408,76,2022,ALL,white
