school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Nashoba - Florence Sawyer School,07250025,SCI,         114,70,          22,13,          92,56,          43,26,           6,4,         163,,     509.8,,,84,2019
Nashoba - Hale,07250310,ELA,         213,77,          50,18,         163,59,          52,19,          10,4,         275,,     512.3,          55.1,         270,85,2019
Nashoba - Hale,07250310,MATH,         205,75,          49,18,         156,57,          61,22,           9,3,         275,,     511.4,          43.6,         270,88,2019
Nashoba - Hale,07250310,SCI,          57,74,          12,16,          45,58,          18,23,           2,3,          77,,     510.0,,,84,2019
Nashoba - Luther Burbank Middle School,07250305,ELA,         177,74,          60,25,         117,49,          47,20,          15,6,         239,,     514.8,          61.9,         225,91,2019
Nashoba - Luther Burbank Middle School,07250305,MATH,         165,69,          48,20,         117,49,          64,27,           9,4,         238,,     512.8,          64.9,         224,91,2019
Nashoba - Luther Burbank Middle School,07250305,SCI,          54,78,          21,30,          33,48,          11,16,           4,6,          69,,     517.5,,,97,2019
Nashoba - Mary Rowlandson Elementary,07250010,ELA,         151,66,          36,16,         115,50,          70,31,           7,3,         228,,     510.6,          57.7,         156,81,2019
Nashoba - Mary Rowlandson Elementary,07250010,MATH,         117,51,          19,8,          98,43,         100,44,          11,5,         228,,     501.6,          40.5,         156,58,2019
Nashoba - Mary Rowlandson Elementary,07250010,SCI,          42,58,           6,8,          36,49,          28,38,           3,4,          73,,     504.5,,,67,2019
Natick - Bennett-Hemenway,01980005,ELA,         155,66,          27,12,         128,55,          71,30,           8,3,         234,,     509.3,          54.9,         115,76,2019
Natick - Bennett-Hemenway,01980005,MATH,         141,61,          40,17,         101,43,          77,33,          15,6,         233,,     505.9,          50.1,         114,74,2019
Natick - Brown,01980010,ELA,         140,73,          45,24,          95,50,          38,20,          13,7,         191,,     513.0,          65.3,          88,87,2019
Natick - Brown,01980010,MATH,         125,65,          33,17,          92,48,          53,28,          13,7,         191,,     509.4,          41.8,          87,84,2019
Natick - J F Kennedy Middle School,01980305,ELA,         453,66,          91,13,         362,53,         210,31,          20,3,         683,,     507.8,          54.6,         663,71,2019
Natick - J F Kennedy Middle School,01980305,MATH,         457,67,         102,15,         355,52,         200,29,          26,4,         683,,     508.3,          55.2,         663,81,2019
Natick - J F Kennedy Middle School,01980305,SCI,         213,58,          40,11,         173,47,         137,37,          16,4,         366,,     504.9,,,68,2019
Natick - Johnson,01980031,ELA,          66,79,          14,17,          52,62,          18,21,           0,0,          84,,     513.2,          52.2,          38,88,2019
Natick - Johnson,01980031,MATH,          62,74,          12,14,          50,60,          17,20,           5,6,          84,,     512.2,          48.4,          38,90,2019
Natick - Lilja Elementary,01980035,ELA,         127,72,          30,17,          97,55,          48,27,           1,1,         176,,     512.3,          56.5,          87,85,2019
Natick - Lilja Elementary,01980035,MATH,         101,57,          28,16,          73,41,          70,40,           5,3,         176,,     506.4,          49.6,          86,75,2019
Natick - Memorial,01980043,ELA,         131,77,          37,22,          94,55,          36,21,           4,2,         171,,     515.3,          40.5,          97,92,2019
Natick - Memorial,01980043,MATH,         131,77,          41,24,          90,53,          38,22,           2,1,         171,,     514.7,          48.2,          97,94,2019
Natick - Wilson Middle,01980310,ELA,         617,67,         151,16,         466,50,         249,27,          61,7,         927,,     508.8,          54.2,         903,75,2019
Natick - Wilson Middle,01980310,MATH,         636,69,         163,18,         473,51,         244,26,          47,5,         927,,     510.1,          59.5,         904,86,2019
Natick - Wilson Middle,01980310,SCI,         292,65,          70,15,         222,49,         138,31,          22,5,         452,,     507.9,,,79,2019
Nauset - Nauset Regional Middle,06600305,ELA,         342,63,          71,13,         271,50,         170,31,          35,6,         547,,     507.0,          52.0,         523,68,2019
Nauset - Nauset Regional Middle,06600305,MATH,         324,59,          38,7,         286,52,         193,35,          28,5,         545,,     503.7,          51.8,         523,66,2019
Nauset - Nauset Regional Middle,06600305,SCI,         118,67,          23,13,          95,54,          51,29,           8,5,         177,,     506.7,,,74,2019
Needham - Broadmeadow,01990005,ELA,         231,83,          49,18,         182,65,          45,16,           4,1,         280,,     515.3,          56.9,         180,92,2019
Needham - Broadmeadow,01990005,MATH,         207,74,          42,15,         165,59,          65,23,           8,3,         280,,     511.9,          56.7,         178,89,2019
Needham - Broadmeadow,01990005,SCI,          75,74,          11,11,          64,63,          23,23,           3,3,         101,,     510.8,,,87,2019
Needham - High Rock School,01990410,ELA,         363,82,         151,34,         212,48,          67,15,          12,3,         442,,     520.2,          65.8,         427,98,2019
Needham - High Rock School,01990410,MATH,         343,77,          99,22,         244,55,          94,21,           6,1,         443,,     514.8,          60.7,         428,94,2019
Needham - John Eliot,01990020,ELA,         133,65,          25,12,         108,53,          62,30,           9,4,         204,,     506.6,          48.9,         133,67,2019
Needham - John Eliot,01990020,MATH,         110,54,          20,10,          90,44,          83,41,          11,5,         204,,     503.1,          43.5,         133,64,2019
Needham - John Eliot,01990020,SCI,          37,51,           8,11,          29,40,          33,45,           3,4,          73,,     502.9,,,61,2019
Needham - Newman Elementary,01990050,ELA,         221,64,          42,12,         179,52,         111,32,          11,3,         343,,     508.1,          46.6,         218,72,2019
Needham - Newman Elementary,01990050,MATH,         189,55,          33,10,         156,45,         125,36,          29,8,         343,,     503.1,          49.5,         218,64,2019
Needham - Newman Elementary,01990050,SCI,          86,63,           7,5,          79,58,          45,33,           5,4,         136,,     504.1,,,65,2019
Needham - Pollard Middle,01990405,ELA,         671,82,         285,35,         386,47,         130,16,          15,2,         816,,     520.1,          61.3,         793,98,2019
Needham - Pollard Middle,01990405,MATH,         694,85,         243,30,         451,55,         113,14,           7,1,         814,,     519.1,          60.0,         792,98,2019
Needham - Pollard Middle,01990405,SCI,         296,77,          92,24,         204,53,          78,20,          10,3,         384,,     514.6,,,94,2019
Needham - Sunita L. Williams Elementary,01990035,ELA,         189,77,          32,13,         157,64,          55,22,           3,1,         247,,     512.8,          61.0,         153,87,2019
Needham - Sunita L. Williams Elementary,01990035,MATH,         188,76,          41,17,         147,59,          54,22,           6,2,         248,,     512.2,          57.6,         153,90,2019
Needham - Sunita L. Williams Elementary,01990035,SCI,          62,72,          18,21,          44,51,          23,27,           1,1,          86,,     512.6,,,91,2019
Needham - William Mitchell,01990040,ELA,         199,76,          49,19,         150,57,          58,22,           4,2,         261,,     514.2,          60.0,         162,90,2019
Needham - William Mitchell,01990040,MATH,         177,68,          35,13,         142,54,          77,30,           7,3,         261,,     508.3,          52.6,         162,81,2019
Needham - William Mitchell,01990040,SCI,          55,68,           5,6,          50,62,          25,31,           1,1,          81,,     505.9,,,72,2019
Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,ELA,         168,48,          34,10,         134,38,         148,42,          35,10,         351,,     499.7,          47.4,         278,39,2019
