school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Berlin-Boylston - Berlin Memorial School,06200005,ELA,          18,55,           4,12,          14,42,          12,36,           3,9,          33,100,     503.9,          57.3,          32,81,2022,5,ALL
Berlin-Boylston - Berlin Memorial School,06200005,MATH,          17,52,           1,3,          16,48,          14,42,           2,6,          33,100,     498.1,          56.9,          32,65,2022,5,ALL
Berlin-Boylston - Berlin Memorial School,06200005,SCI,          15,45,           5,15,          10,30,          14,42,           4,12,          33,100,     502.3,,,70,2022,5,ALL
Berlin-Boylston - Boylston Elementary School,06200010,ELA,          14,41,           1,3,          13,38,          16,47,           4,12,          34,100,     498.5,          54.9,          32,64,2022,5,ALL
Berlin-Boylston - Boylston Elementary School,06200010,MATH,          16,47,           0,0,          16,47,          15,44,           3,9,          34,100,     495.4,          43.4,          32,57,2022,5,ALL
Berlin-Boylston - Boylston Elementary School,06200010,SCI,          18,53,           1,3,          17,50,          15,44,           1,3,          34,100,     503.9,,,75,2022,5,ALL
Beverly - Beverly Middle School,00300305,ELA,         159,48,          11,3,         148,45,         134,41,          37,11,         330,99,     496.2,          44.3,         322,55,2022,5,ALL
Beverly - Beverly Middle School,00300305,MATH,         145,44,           4,1,         141,43,         151,46,          33,10,         329,99,     495.6,          35.8,         318,58,2022,5,ALL
Beverly - Beverly Middle School,00300305,SCI,         172,54,          19,6,         153,48,         112,35,          37,12,         321,97,     499.0,,,59,2022,5,ALL
Billerica - Locke Middle,00310310,ELA,          52,33,           2,1,          50,32,          95,60,          11,7,         158,100,     494.6,          40.1,         154,48,2022,5,ALL
Billerica - Locke Middle,00310310,MATH,          58,37,           5,3,          53,34,          87,55,          13,8,         158,100,     495.3,          42.9,         155,57,2022,5,ALL
Billerica - Locke Middle,00310310,SCI,          60,38,          10,6,          50,32,          83,53,          15,9,         158,100,     495.5,,,48,2022,5,ALL
Billerica - Marshall Middle School,00310305,ELA,          77,42,           7,4,          70,38,          92,50,          14,8,         183,98,     497.3,          46.2,         169,58,2022,5,ALL
Billerica - Marshall Middle School,00310305,MATH,          66,36,           3,2,          63,34,          98,53,          20,11,         184,99,     493.5,          31.4,         171,51,2022,5,ALL
Billerica - Marshall Middle School,00310305,SCI,          75,41,           8,4,          67,37,          81,45,          26,14,         182,98,     495.4,,,48,2022,5,ALL
Blackstone-Millville - A F Maloney,06220015,ELA,          46,48,           7,7,          39,41,          44,46,           5,5,          95,100,     501.3,          60.2,          93,74,2022,5,ALL
Blackstone-Millville - A F Maloney,06220015,MATH,          50,53,           4,4,          46,48,          42,44,           3,3,          95,100,     501.8,          69.7,          93,75,2022,5,ALL
Blackstone-Millville - A F Maloney,06220015,SCI,          57,60,           9,9,          48,51,          35,37,           3,3,          95,100,     505.3,,,78,2022,5,ALL
