school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Springfield - Elias Brookings,2810030,MATH,          23,18,           2,2,          21,16,          65,51,          40,31,         128,100,482.7,56.7,          74,20.0,2022
Springfield - Elias Brookings,2810030,SCI,           6,12,           0,0,           6,12,          27,53,          18,35,          51,100,479.8,,,13.0,2022
Springfield - Emergence Academy,2810318,ELA,           0,0,           0,0,           0,0,           2,8,          22,92,          24,100,450.5,,          14,1.0,2022
Springfield - Emergence Academy,2810318,MATH,           0,0,           0,0,           0,0,           5,21,          19,79,          24,100,460.3,,          13,1.0,2022
Springfield - Emergence Academy,2810318,SCI,           0,0,           0,0,           0,0,           0,0,          10,100,          10,100,452.3,,,1.0,2022
Springfield - Forest Park Middle,2810325,ELA,          72,17,           0,0,          72,17,         182,43,         172,40,         426,98,478.4,44.4,         361,7.0,2022
Springfield - Forest Park Middle,2810325,MATH,          58,14,           4,1,          54,13,         223,53,         143,34,         424,98,479.7,47.3,         362,14.0,2022
Springfield - Forest Park Middle,2810325,SCI,          25,15,           0,0,          25,15,          73,43,          72,42,         170,96,476.3,,,8.0,2022
Springfield - Frank H Freedman,2810075,ELA,          43,38,           6,5,          37,33,          54,48,          15,13,         112,99,493.4,50.1,          75,44.0,2022
Springfield - Frank H Freedman,2810075,MATH,          25,23,           2,2,          23,21,          66,59,          20,18,         111,99,487.4,52.7,          74,31.0,2022
Springfield - Frank H Freedman,2810075,SCI,          15,38,           3,8,          12,31,          17,44,           7,18,          39,100,491.2,,,37.0,2022
Springfield - Frederick Harris,2810080,ELA,          71,27,           9,3,          62,24,         130,50,          61,23,         262,100,489.8,53.2,         157,33.0,2022
Springfield - Frederick Harris,2810080,MATH,          75,29,           7,3,          68,26,         125,48,          60,23,         260,100,489.5,61.8,         156,38.0,2022
Springfield - Frederick Harris,2810080,SCI,          25,34,           3,4,          22,30,          25,34,          23,32,          73,99,488.3,,,30.0,2022
Springfield - German Gerena Community School,2810195,ELA,          56,25,           3,1,          53,24,         131,59,          36,16,         223,100,488.1,56.3,         143,28.0,2022
Springfield - German Gerena Community School,2810195,MATH,          35,16,           0,0,          35,16,         130,59,          56,25,         221,100,481.9,61.8,         142,18.0,2022
Springfield - German Gerena Community School,2810195,SCI,          14,20,           1,1,          13,19,          39,56,          17,24,          70,100,485.1,,,24.0,2022
Springfield - Glenwood,2810065,ELA,          32,23,           0,0,          32,23,          74,54,          32,23,         138,99,485.3,47.9,          85,20.0,2022
Springfield - Glenwood,2810065,MATH,          22,16,           0,0,          22,16,          80,58,          36,26,         138,99,482.1,56.3,          85,18.0,2022
Springfield - Glenwood,2810065,SCI,          10,24,           0,0,          10,24,          18,44,          13,32,          41,100,481.5,,,17.0,2022
Springfield - Glickman Elementary,2810068,ELA,          26,18,           0,0,          26,18,          65,45,          52,36,         143,99,484.6,46.8,          75,19.0,2022
Springfield - Glickman Elementary,2810068,MATH,          20,14,           3,2,          17,12,          59,41,          64,45,         143,99,479.9,52.3,          75,14.0,2022
Springfield - Glickman Elementary,2810068,SCI,           5,11,           0,0,           5,11,          27,59,          14,30,          46,100,481.6,,,17.0,2022
Springfield - Hiram L Dorman,2810050,ELA,          16,14,           2,2,          14,12,          74,63,          28,24,         118,98,482.4,46.1,          71,14.0,2022
Springfield - Hiram L Dorman,2810050,MATH,          14,12,           1,1,          13,11,          65,55,          40,34,         119,100,478.5,54.6,          72,12.0,2022
Springfield - Hiram L Dorman,2810050,SCI,           4,12,           0,0,           4,12,          24,71,           6,18,          34,95,481.0,,,15.0,2022
Springfield - Homer Street,2810085,ELA,          49,31,           4,3,          45,28,          89,56,          22,14,         160,100,491.8,56.4,         101,38.0,2022
Springfield - Homer Street,2810085,MATH,          55,34,           1,1,          54,34,          82,51,          23,14,         160,100,490.5,61.0,         101,41.0,2022
Springfield - Homer Street,2810085,SCI,          16,26,           0,0,          16,26,          33,54,          12,20,          61,100,487.5,,,29.0,2022
Springfield - Impact Prep at Chestnut,2810366,ELA,          16,9,           0,0,          16,9,          71,39,          96,52,         183,96,470.5,32.1,         150,2.0,2022
Springfield - Impact Prep at Chestnut,2810366,MATH,           8,4,           1,1,           7,4,          82,44,          97,52,         187,99,469.9,30.0,         153,3.0,2022
Springfield - Impact Prep at Chestnut,2810366,SCI,           7,12,           0,0,           7,12,          23,40,          27,47,          57,94,474.1,,,6.0,2022
Springfield - Indian Orchard Elementary,2810100,ELA,          42,21,           2,1,          40,20,         123,62,          34,17,         199,100,485.5,45.2,         125,21.0,2022
Springfield - Indian Orchard Elementary,2810100,MATH,          23,12,           1,1,          22,11,         108,55,          67,34,         198,99,478.1,39.7,         123,11.0,2022
Springfield - Indian Orchard Elementary,2810100,SCI,          11,17,           1,2,          10,15,          37,56,          18,27,          66,99,482.4,,,19.0,2022
Springfield - John F Kennedy Middle,2810328,ELA,          48,13,           5,1,          43,11,         168,44,         162,43,         378,98,474.8,45.9,         344,4.0,2022
Springfield - John F Kennedy Middle,2810328,MATH,          20,5,           1,0,          19,5,         201,53,         155,41,         376,98,473.1,38.7,         346,6.0,2022
Springfield - John F Kennedy Middle,2810328,SCI,           9,7,           0,0,           9,7,          61,46,          64,48,         134,95,471.9,,,3.0,2022
Springfield - John J Duggan Academy,2810320,ELA,          91,21,           9,2,          82,19,         188,43,         154,36,         433,99,482.9,50.5,         379,15.0,2022
Springfield - John J Duggan Academy,2810320,MATH,          65,15,           5,1,          60,14,         245,57,         121,28,         431,99,482.0,51.5,         380,18.0,2022
Springfield - John J Duggan Academy,2810320,SCI,          16,11,           2,1,          14,10,          71,48,          60,41,         147,98,475.5,,,8.0,2022
Springfield - Kensington International School,2810110,ELA,          22,26,           2,2,          20,24,          41,48,          22,26,          85,100,485.7,49.1,          56,21.0,2022
Springfield - Kensington International School,2810110,MATH,          16,19,           0,0,          16,19,          46,54,          23,27,          85,100,481.5,55.2,          56,17.0,2022
Springfield - Kensington International School,2810110,SCI,           6,23,           0,0,           6,23,          13,50,           7,27,          26,100,485.4,,,25.0,2022
Springfield - Kiley Academy,2810316,ELA,          35,18,           0,0,          35,18,          83,43,          74,39,         192,100,479.2,49.5,         171,8.0,2022
Springfield - Kiley Academy,2810316,MATH,          24,13,           1,1,          23,12,          92,49,          73,39,         189,99,477.7,41.8,         170,10.0,2022
Springfield - Kiley Prep,2810315,ELA,          23,15,           1,1,          22,14,          67,44,          62,41,         152,99,474.9,40.4,         120,4.0,2022
Springfield - Kiley Prep,2810315,MATH,           7,5,           0,0,           7,5,          71,48,          71,48,         149,97,471.4,30.1,         119,4.0,2022
Springfield - Liberty,2810115,ELA,          27,21,           1,1,          26,20,          72,55,          31,24,         130,99,483.0,43.4,          73,15.0,2022
Springfield - Liberty,2810115,MATH,          22,17,           1,1,          21,16,          60,46,          48,37,         130,100,477.8,36.0,          72,11.0,2022
Springfield - Liberty,2810115,SCI,           6,16,           0,0,           6,16,          12,32,          20,53,          38,100,473.3,,,5.0,2022
Springfield - Lincoln,2810120,ELA,          21,11,           1,1,          20,11,          94,51,          68,37,         183,100,477.2,44.0,         111,6.0,2022
Springfield - Lincoln,2810120,MATH,          14,8,           1,1,          13,7,          86,47,          83,45,         183,99,470.7,42.8,         112,4.0,2022
Springfield - Lincoln,2810120,SCI,           7,13,           0,0,           7,13,          27,50,          20,37,          54,97,479.3,,,12.0,2022
Springfield - M Marcus Kiley Middle,2810330,ELA,          15,8,           0,0,          15,8,          95,48,          89,45,         199,98,473.6,40.0,         140,3.0,2022
Springfield - M Marcus Kiley Middle,2810330,MATH,           9,5,           1,1,           8,4,          87,44,         101,51,         197,98,471.7,31.6,         152,5.0,2022
Springfield - M Marcus Kiley Middle,2810330,SCI,          15,8,           0,0,          15,8,          77,40,         101,52,         193,95,472.0,,,3.0,2022
Springfield - Mary A. Dryden Veterans Memorial School,2810125,ELA,          46,41,           2,2,          44,40,          55,50,          10,9,         111,99,494.8,53.4,          66,50.0,2022
Springfield - Mary A. Dryden Veterans Memorial School,2810125,MATH,          35,31,           2,2,          33,29,          63,56,          14,13,         112,100,491.9,44.1,          67,45.0,2022
Springfield - Mary A. Dryden Veterans Memorial School,2810125,SCI,          15,42,           3,8,          12,33,          18,50,           3,8,          36,100,497.7,,,56.0,2022
Springfield - Mary M Lynch,2810140,ELA,          16,15,           0,0,          16,15,          69,64,          22,21,         107,97,483.2,40.1,          75,15.0,2022
Springfield - Mary M Lynch,2810140,MATH,          13,12,           0,0,          13,12,          61,57,          33,31,         107,97,479.5,45.2,          75,13.0,2022
Springfield - Mary M Lynch,2810140,SCI,           8,22,           1,3,           7,19,          18,49,          11,30,          37,97,483.0,,,20.0,2022
Springfield - Mary M Walsh,2810155,ELA,          29,24,           2,2,          27,22,          68,55,          26,21,         123,99,490.3,48.6,          71,35.0,2022
